orientation,row,col,pin_num_in_cell,port_name,mapped_pin,GPIO_type
Left,20,0,15,gfpga_pad_IO_F2A[1487],F2A_GPIO6_19,
Left,20,0,14,gfpga_pad_IO_F2A[1486],F2A_GPIO6_18,
Left,20,0,13,gfpga_pad_IO_F2A[1485],F2A_GPIO6_17,
Left,20,0,12,gfpga_pad_IO_F2A[1484],F2A_GPIO6_16,
Left,20,0,11,gfpga_pad_IO_A2F[1483],A2F_GPIO6_19,
Left,20,0,10,gfpga_pad_IO_A2F[1482],A2F_GPIO6_18,
Left,20,0,9,gfpga_pad_IO_A2F[1481],A2F_GPIO6_17,
Left,20,0,8,gfpga_pad_IO_A2F[1480],A2F_GPIO6_16,
Left,20,0,1,gfpga_pad_IO_F2A[1473],F2A_ACM_AES1_RX_FCLK,
Left,20,0,0,gfpga_pad_IO_F2A[1472],F2A_ACM_WC_FCLK,
Left,19,0,15,gfpga_pad_IO_F2A[1471],F2A_GPIO6_15,
Left,19,0,14,gfpga_pad_IO_F2A[1470],F2A_GPIO6_14,
Left,19,0,13,gfpga_pad_IO_F2A[1469],F2A_GPIO6_13,
Left,19,0,12,gfpga_pad_IO_F2A[1468],F2A_GPIO6_12,
Left,19,0,11,gfpga_pad_IO_A2F[1467],A2F_GPIO6_15,
Left,19,0,10,gfpga_pad_IO_A2F[1466],A2F_GPIO6_14,
Left,19,0,9,gfpga_pad_IO_A2F[1465],A2F_GPIO6_13,
Left,19,0,8,gfpga_pad_IO_A2F[1464],A2F_GPIO6_12,
Left,19,0,3,gfpga_pad_IO_A2F[1459],RFU,
Left,19,0,1,gfpga_pad_IO_F2A[1457],F2A_ACM_AES0_RX_FCLK,
Left,19,0,0,gfpga_pad_IO_F2A[1456],F2A_ACM_IXS_RX_FCLK,
Left,18,0,15,gfpga_pad_IO_F2A[1455],F2A_GPIO6_11,
Left,18,0,14,gfpga_pad_IO_F2A[1454],F2A_GPIO6_10,
Left,18,0,13,gfpga_pad_IO_F2A[1453],F2A_GPIO6_9,
Left,18,0,12,gfpga_pad_IO_F2A[1452],F2A_GPIO6_8,
Left,18,0,11,gfpga_pad_IO_A2F[1451],A2F_GPIO6_11,
Left,18,0,10,gfpga_pad_IO_A2F[1450],A2F_GPIO6_10,
Left,18,0,9,gfpga_pad_IO_A2F[1449],A2F_GPIO6_9,
Left,18,0,8,gfpga_pad_IO_A2F[1448],A2F_GPIO6_8,
Left,18,0,5,gfpga_pad_IO_A2F[1445],A2F_GPIO7_WR_ACK,
Left,18,0,4,gfpga_pad_IO_A2F[1444],A2F_GPIO7_RD_ACK,
Left,18,0,3,gfpga_pad_IO_A2F[1443],RFU,
Left,18,0,2,gfpga_pad_IO_F2A[1442],F2A_ACM_AES1_RX_BCLK,
Left,18,0,1,gfpga_pad_IO_F2A[1441],F2A_ACM_AES0_RX_BCLK,
Left,18,0,0,gfpga_pad_IO_F2A[1440],F2A_ACM_IXS_RX_BCLK,
Left,17,0,15,gfpga_pad_IO_F2A[1439],F2A_GPIO6_7,
Left,17,0,14,gfpga_pad_IO_F2A[1438],F2A_GPIO6_6,
Left,17,0,13,gfpga_pad_IO_F2A[1437],F2A_GPIO6_5,
Left,17,0,12,gfpga_pad_IO_F2A[1436],F2A_GPIO6_4,
Left,17,0,11,gfpga_pad_IO_A2F[1435],A2F_GPIO6_7,
Left,17,0,10,gfpga_pad_IO_A2F[1434],A2F_GPIO6_6,
Left,17,0,9,gfpga_pad_IO_A2F[1433],A2F_GPIO6_5,
Left,17,0,8,gfpga_pad_IO_A2F[1432],A2F_GPIO6_4,
Left,17,0,7,gfpga_pad_IO_F2A[1431],RFU,
Left,17,0,6,gfpga_pad_IO_F2A[1430],RFU,
Left,17,0,5,gfpga_pad_IO_A2F[1429],A2F_GPIO6_WR_ACK,
Left,17,0,4,gfpga_pad_IO_A2F[1428],A2F_GPIO6_RD_ACK,
Left,17,0,3,gfpga_pad_IO_A2F[1427],RFU,
Left,17,0,1,gfpga_pad_IO_F2A[1425],F2A_ACM_FPGA_FCLK,
Left,17,0,0,gfpga_pad_IO_F2A[1424],F2A_ACM_APLL_FCLK,
Left,16,0,15,gfpga_pad_IO_F2A[1423],F2A_GPIO6_3,
Left,16,0,14,gfpga_pad_IO_F2A[1422],F2A_GPIO6_2,
Left,16,0,13,gfpga_pad_IO_F2A[1421],F2A_GPIO6_1,
Left,16,0,12,gfpga_pad_IO_F2A[1420],F2A_GPIO6_0,
Left,16,0,11,gfpga_pad_IO_A2F[1419],A2F_GPIO6_3,
Left,16,0,10,gfpga_pad_IO_A2F[1418],A2F_GPIO6_2,
Left,16,0,9,gfpga_pad_IO_A2F[1417],A2F_GPIO6_1,
Left,16,0,8,gfpga_pad_IO_A2F[1416],A2F_GPIO6_0,
Left,16,0,7,gfpga_pad_IO_F2A[1415],RFIU,
Left,16,0,6,gfpga_pad_IO_F2A[1414],RFU,
Left,16,0,5,gfpga_pad_IO_A2F[1413],A2F_GPIO4_WR_ACK,
Left,16,0,4,gfpga_pad_IO_A2F[1412],A2F_GPIO4_RD_ACK,
Left,16,0,3,gfpga_pad_IO_A2F[1411],RFU,
Left,16,0,1,gfpga_pad_IO_F2A[1409],F2A_ACM_FPGA_BCLK,
Left,16,0,0,gfpga_pad_IO_F2A[1408],F2A_ACM_APLL_BCLK,
Left,15,0,15,gfpga_pad_IO_F2A[1407],F2A_GPIO5_31,
Left,15,0,14,gfpga_pad_IO_F2A[1406],F2A_GPIO5_30,
Left,15,0,13,gfpga_pad_IO_F2A[1405],F2A_GPIO5_29,
Left,15,0,12,gfpga_pad_IO_F2A[1404],F2A_GPIO5_28,
Left,15,0,11,gfpga_pad_IO_A2F[1403],A2F_GPIO5_31,
Left,15,0,10,gfpga_pad_IO_A2F[1402],A2F_GPIO5_30,
Left,15,0,9,gfpga_pad_IO_A2F[1401],A2F_GPIO5_29,
Left,15,0,8,gfpga_pad_IO_A2F[1400],A2F_GPIO5_28,
Left,15,0,7,gfpga_pad_IO_A2F[1399],RFU,
Left,15,0,6,gfpga_pad_IO_A2F[1398],RFU,
Left,15,0,4,gfpga_pad_IO_A2F[1396],A2F_FIFOW_AEMPTY_HS,
Left,15,0,2,gfpga_pad_IO_F2A[1394],F2A_FIFO_WE_HS,
Left,15,0,1,gfpga_pad_IO_A2F[1393],A2F_FIFOW_FULL_HS,
Left,15,0,0,gfpga_pad_IO_A2F[1392],A2F_FIFOW_EMPTY_HS,
Left,14,0,15,gfpga_pad_IO_F2A[1391],F2A_GPIO5_27,
Left,14,0,14,gfpga_pad_IO_F2A[1390],F2A_GPIO5_26,
Left,14,0,13,gfpga_pad_IO_F2A[1389],F2A_GPIO5_25,
Left,14,0,12,gfpga_pad_IO_F2A[1388],F2A_GPIO5_24,
Left,14,0,11,gfpga_pad_IO_A2F[1387],A2F_GPIO5_27,
Left,14,0,10,gfpga_pad_IO_A2F[1386],A2F_GPIO5_26,
Left,14,0,9,gfpga_pad_IO_A2F[1385],A2F_GPIO5_25,
Left,14,0,8,gfpga_pad_IO_A2F[1384],A2F_GPIO5_24,
Left,14,0,7,gfpga_pad_IO_A2F[1383],A2F_FIFO_WD15_HS,
Left,14,0,6,gfpga_pad_IO_A2F[1382],A2F_FIFO_WD14_HS,
Left,14,0,5,gfpga_pad_IO_A2F[1381],A2F_FIFO_WD13_HS,
Left,14,0,4,gfpga_pad_IO_A2F[1380],A2F_FIFO_WD12_HS,
Left,14,0,3,gfpga_pad_IO_A2F[1379],A2F_FIFO_WD11_HS,
Left,14,0,2,gfpga_pad_IO_A2F[1378],A2F_FIFO_WD10_HS,
Left,14,0,1,gfpga_pad_IO_A2F[1377],A2F_FIFO_WD9_HS,
Left,14,0,0,gfpga_pad_IO_A2F[1376],A2F_FIFO_WD8_HS,
Left,13,0,15,gfpga_pad_IO_F2A[1375],F2A_GPIO5_23,
Left,13,0,14,gfpga_pad_IO_F2A[1374],F2A_GPIO5_22,
Left,13,0,13,gfpga_pad_IO_F2A[1373],F2A_GPIO5_21,
Left,13,0,12,gfpga_pad_IO_F2A[1372],F2A_GPIO5_20,
Left,13,0,11,gfpga_pad_IO_A2F[1371],A2F_GPIO5_23,
Left,13,0,10,gfpga_pad_IO_A2F[1370],A2F_GPIO5_22,
Left,13,0,9,gfpga_pad_IO_A2F[1369],A2F_GPIO5_21,
Left,13,0,8,gfpga_pad_IO_A2F[1368],A2F_GPIO5_20,
Left,13,0,7,gfpga_pad_IO_A2F[1367],A2F_FIFO_WD7_HS,
Left,13,0,6,gfpga_pad_IO_A2F[1366],A2F_FIFO_WD6_HS,
Left,13,0,5,gfpga_pad_IO_A2F[1365],A2F_FIFO_WD5_HS,
Left,13,0,4,gfpga_pad_IO_A2F[1364],A2F_FIFO_WD4_HS,
Left,13,0,3,gfpga_pad_IO_A2F[1363],A2F_FIFO_WD3_HS,
Left,13,0,2,gfpga_pad_IO_A2F[1362],A2F_FIFO_WD2_HS,
Left,13,0,1,gfpga_pad_IO_A2F[1361],A2F_FIFO_WD1_HS,
Left,13,0,0,gfpga_pad_IO_A2F[1360],A2F_FIFO_WD0_HS,
Left,12,0,15,gfpga_pad_IO_F2A[1359],F2A_GPIO5_19,
Left,12,0,14,gfpga_pad_IO_F2A[1358],F2A_GPIO5_18,
Left,12,0,13,gfpga_pad_IO_F2A[1357],F2A_GPIO5_17,
Left,12,0,12,gfpga_pad_IO_F2A[1356],F2A_GPIO5_16,
Left,12,0,11,gfpga_pad_IO_A2F[1355],A2F_GPIO5_19,
Left,12,0,10,gfpga_pad_IO_A2F[1354],A2F_GPIO5_18,
Left,12,0,9,gfpga_pad_IO_A2F[1353],A2F_GPIO5_17,
Left,12,0,8,gfpga_pad_IO_A2F[1352],A2F_GPIO5_16,
Left,12,0,7,gfpga_pad_IO_F2A[1351],F2A_FIFO_RD15_HS,
Left,12,0,6,gfpga_pad_IO_F2A[1350],F2A_FIFO_RD14_HS,
Left,12,0,5,gfpga_pad_IO_F2A[1349],F2A_FIFO_RD13_HS,
Left,12,0,4,gfpga_pad_IO_F2A[1348],F2A_FIFO_RD12_HS,
Left,12,0,3,gfpga_pad_IO_F2A[1347],F2A_FIFO_RD11_HS,
Left,12,0,2,gfpga_pad_IO_F2A[1346],F2A_FIFO_RD10_HS,
Left,12,0,1,gfpga_pad_IO_F2A[1345],F2A_FIFO_RD9_HS,
Left,12,0,0,gfpga_pad_IO_F2A[1344],F2A_FIFO_RD8_HS,
Left,11,0,15,gfpga_pad_IO_F2A[1343],F2A_GPIO5_15,
Left,11,0,14,gfpga_pad_IO_F2A[1342],F2A_GPIO5_14,
Left,11,0,13,gfpga_pad_IO_F2A[1341],F2A_GPIO5_13,
Left,11,0,12,gfpga_pad_IO_F2A[1340],F2A_GPIO5_12,
Left,11,0,11,gfpga_pad_IO_A2F[1339],A2F_GPIO5_15,
Left,11,0,10,gfpga_pad_IO_A2F[1338],A2F_GPIO5_14,
Left,11,0,9,gfpga_pad_IO_A2F[1337],A2F_GPIO5_13,
Left,11,0,8,gfpga_pad_IO_A2F[1336],A2F_GPIO5_12,
Left,11,0,7,gfpga_pad_IO_F2A[1335],F2A_FIFO_RD7_HS,
Left,11,0,6,gfpga_pad_IO_F2A[1334],F2A_FIFO_RD6_HS,
Left,11,0,5,gfpga_pad_IO_F2A[1333],F2A_FIFO_RD5_HS,
Left,11,0,4,gfpga_pad_IO_F2A[1332],F2A_FIFO_RD4_HS,
Left,11,0,3,gfpga_pad_IO_F2A[1331],F2A_FIFO_RD3_HS,
Left,11,0,2,gfpga_pad_IO_F2A[1330],F2A_FIFO_RD2_HS,
Left,11,0,1,gfpga_pad_IO_F2A[1329],F2A_FIFO_RD1_HS,
Left,11,0,0,gfpga_pad_IO_F2A[1328],F2A_FIFO_RD0_HS,
Left,10,0,15,gfpga_pad_IO_F2A[1327],F2A_GPIO5_11,
Left,10,0,14,gfpga_pad_IO_F2A[1326],F2A_GPIO5_10,
Left,10,0,13,gfpga_pad_IO_F2A[1325],F2A_GPIO5_9,
Left,10,0,12,gfpga_pad_IO_F2A[1324],F2A_GPIO5_8,
Left,10,0,11,gfpga_pad_IO_A2F[1323],A2F_GPIO5_11,
Left,10,0,10,gfpga_pad_IO_A2F[1322],A2F_GPIO5_10,
Left,10,0,9,gfpga_pad_IO_A2F[1321],A2F_GPIO5_9,
Left,10,0,8,gfpga_pad_IO_A2F[1320],A2F_GPIO5_8,
Left,10,0,7,gfpga_pad_IO_A2F[1319],RFU,
Left,10,0,6,gfpga_pad_IO_A2F[1318],RFU,
Left,10,0,5,gfpga_pad_IO_A2F[1317],A2F_FIFOR_AFULL_HS,
Left,10,0,2,gfpga_pad_IO_F2A[1314],F2A_FIFO_RE_HS,
Left,10,0,1,gfpga_pad_IO_A2F[1313],A2F_FIFOR_FULL_HS,
Left,10,0,0,gfpga_pad_IO_A2F[1312],A2F_FIFOR_EMPTY_HS,
Left,9,0,15,gfpga_pad_IO_F2A[1311],F2A_GPIO5_7,
Left,9,0,14,gfpga_pad_IO_F2A[1310],F2A_GPIO5_6,
Left,9,0,13,gfpga_pad_IO_F2A[1309],F2A_GPIO5_5,
Left,9,0,12,gfpga_pad_IO_F2A[1308],F2A_GPIO5_4,
Left,9,0,11,gfpga_pad_IO_A2F[1307],A2F_GPIO5_7,
Left,9,0,10,gfpga_pad_IO_A2F[1306],A2F_GPIO5_6,
Left,9,0,9,gfpga_pad_IO_A2F[1305],A2F_GPIO5_5,
Left,9,0,8,gfpga_pad_IO_A2F[1304],A2F_GPIO5_4,
Left,9,0,7,gfpga_pad_IO_A2F[1303],A2F_IXS15_SDO_HS,
Left,9,0,6,gfpga_pad_IO_A2F[1302],A2F_IXS14_SDO_HS,
Left,9,0,5,gfpga_pad_IO_A2F[1301],A2F_IXS13_SDO_HS,
Left,9,0,4,gfpga_pad_IO_A2F[1300],A2F_IXS12_SDO_HS,
Left,9,0,3,gfpga_pad_IO_A2F[1299],A2F_IXS11_SDO_HS,
Left,9,0,2,gfpga_pad_IO_A2F[1298],A2F_IXS10_SDO_HS,
Left,9,0,1,gfpga_pad_IO_A2F[1297],A2F_IXS9_SDO_HS,
Left,9,0,0,gfpga_pad_IO_A2F[1296],A2F_IXS8_SDO_HS,
Left,8,0,15,gfpga_pad_IO_F2A[1295],F2A_GPIO5_3,
Left,8,0,14,gfpga_pad_IO_F2A[1294],F2A_GPIO5_2,
Left,8,0,13,gfpga_pad_IO_F2A[1293],F2A_GPIO5_1,
Left,8,0,12,gfpga_pad_IO_F2A[1292],F2A_GPIO5_0,
Left,8,0,11,gfpga_pad_IO_A2F[1291],A2F_GPIO5_3,
Left,8,0,10,gfpga_pad_IO_A2F[1290],A2F_GPIO5_2,
Left,8,0,9,gfpga_pad_IO_A2F[1289],A2F_GPIO5_1,
Left,8,0,8,gfpga_pad_IO_A2F[1288],A2F_GPIO5_0,
Left,8,0,7,gfpga_pad_IO_F2A[1287],F2A_IXS15_SDI_HS,
Left,8,0,6,gfpga_pad_IO_F2A[1286],F2A_IXS14_SDI_HS,
Left,8,0,5,gfpga_pad_IO_F2A[1285],F2A_IXS13_SDI_HS,
Left,8,0,4,gfpga_pad_IO_F2A[1284],F2A_IXS12_SDI_HS,
Left,8,0,3,gfpga_pad_IO_F2A[1283],F2A_IXS11_SDI_HS,
Left,8,0,2,gfpga_pad_IO_F2A[1282],F2A_IXS10_SDI_HS,
Left,8,0,1,gfpga_pad_IO_F2A[1281],F2A_IXS9_SDI_HS,
Left,8,0,0,gfpga_pad_IO_F2A[1280],F2A_IXS8_SDI_HS,
Left,7,0,15,gfpga_pad_IO_F2A[1279],F2A_GPIO4_31,
Left,7,0,14,gfpga_pad_IO_F2A[1278],F2A_GPIO4_30,
Left,7,0,13,gfpga_pad_IO_F2A[1277],F2A_GPIO4_29,
Left,7,0,12,gfpga_pad_IO_F2A[1276],F2A_GPIO4_28,
Left,7,0,11,gfpga_pad_IO_A2F[1275],A2F_GPIO4_31,
Left,7,0,10,gfpga_pad_IO_A2F[1274],A2F_GPIO4_30,
Left,7,0,9,gfpga_pad_IO_A2F[1273],A2F_GPIO4_29,
Left,7,0,8,gfpga_pad_IO_A2F[1272],A2F_GPIO4_28,
Left,7,0,7,gfpga_pad_IO_F2A[1271],RFU,
Left,7,0,6,gfpga_pad_IO_F2A[1270],RFU,
Left,7,0,4,gfpga_pad_IO_F2A[1268],F2A_AC_IXS_RX_FCLK_HS,
Left,7,0,2,gfpga_pad_IO_A2F[1266],A2F_AC_FCLK_DIV_F_OUT_HS,
Left,7,0,1,gfpga_pad_IO_A2F[1265],A2F_AC_FCLK_FMT_F_OUT_HS,
Left,7,0,0,gfpga_pad_IO_A2F[1264],A2F_IXS_TX_FCLK_HS,
Left,6,0,15,gfpga_pad_IO_F2A[1263],F2A_GPIO4_27,
Left,6,0,14,gfpga_pad_IO_F2A[1262],F2A_GPIO4_26,
Left,6,0,13,gfpga_pad_IO_F2A[1261],F2A_GPIO4_25,
Left,6,0,12,gfpga_pad_IO_F2A[1260],F2A_GPIO4_24,
Left,6,0,11,gfpga_pad_IO_A2F[1259],A2F_GPIO4_27,
Left,6,0,10,gfpga_pad_IO_A2F[1258],A2F_GPIO4_26,
Left,6,0,9,gfpga_pad_IO_A2F[1257],A2F_GPIO4_25,
Left,6,0,8,gfpga_pad_IO_A2F[1256],A2F_GPIO4_24,
Left,6,0,7,gfpga_pad_IO_F2A[1255],RFU,
Left,6,0,6,gfpga_pad_IO_F2A[1254],RFU,
Left,6,0,4,gfpga_pad_IO_F2A[1252],F2A_AC_IXS_TX_FCLK_HS,
Left,6,0,3,gfpga_pad_IO_A2F[1251],A2F_AC_FCLK_0B0_IN_HS,
Left,6,0,1,gfpga_pad_IO_A2F[1249],A2F_AC_FCLK_FMT_F_IN_HS,
Left,6,0,0,gfpga_pad_IO_A2F[1248],A2F_IXS_RX_FCLK_HS,
Left,5,0,15,gfpga_pad_IO_F2A[1247],F2A_GPIO4_23,
Left,5,0,14,gfpga_pad_IO_F2A[1246],F2A_GPIO4_22,
Left,5,0,13,gfpga_pad_IO_F2A[1245],F2A_GPIO4_21,
Left,5,0,12,gfpga_pad_IO_F2A[1244],F2A_GPIO4_20,
Left,5,0,11,gfpga_pad_IO_A2F[1243],A2F_GPIO4_23,
Left,5,0,10,gfpga_pad_IO_A2F[1242],A2F_GPIO4_22,
Left,5,0,9,gfpga_pad_IO_A2F[1241],A2F_GPIO4_21,
Left,5,0,8,gfpga_pad_IO_A2F[1240],A2F_GPIO4_20,
Left,5,0,3,gfpga_pad_IO_A2F[1235],"A2F_AC_FCLK_0B1_IN_HS
(sync to ADLL_CLK)",
Left,5,0,0,gfpga_pad_IO_F2A[1232],RFU,
Left,4,0,15,gfpga_pad_IO_F2A[1231],F2A_GPIO4_19,
Left,4,0,14,gfpga_pad_IO_F2A[1230],F2A_GPIO4_18,
Left,4,0,13,gfpga_pad_IO_F2A[1229],F2A_GPIO4_17,
Left,4,0,12,gfpga_pad_IO_F2A[1228],F2A_GPIO4_16,
Left,4,0,11,gfpga_pad_IO_A2F[1227],A2F_GPIO4_19,
Left,4,0,10,gfpga_pad_IO_A2F[1226],A2F_GPIO4_18,
Left,4,0,9,gfpga_pad_IO_A2F[1225],A2F_GPIO4_17,
Left,4,0,8,gfpga_pad_IO_A2F[1224],A2F_GPIO4_16,
Left,4,0,5,gfpga_pad_IO_A2F[1221],A2F_GPIO5_WR_ACK,
Left,4,0,4,gfpga_pad_IO_A2F[1220],A2F_GPIO5_RD_ACK,
Left,4,0,3,gfpga_pad_IO_F2A[1219],F2A_AC_IXS_RX_BCLK,
Left,4,0,2,gfpga_pad_IO_F2A[1218],F2A_ACM_AES3_RX_BCLK,
Left,4,0,1,gfpga_pad_IO_F2A[1217],F2A_ACM_AES2_RX_BCLK,
Left,4,0,0,gfpga_pad_IO_F2A[1216],F2A_AC_AES_TX_MCLK,
Left,3,0,15,gfpga_pad_IO_F2A[1215],F2A_GPIO4_15,
Left,3,0,14,gfpga_pad_IO_F2A[1214],F2A_GPIO4_14,
Left,3,0,13,gfpga_pad_IO_F2A[1213],F2A_GPIO4_13,
Left,3,0,12,gfpga_pad_IO_F2A[1212],F2A_GPIO4_12,
Left,3,0,11,gfpga_pad_IO_A2F[1211],A2F_GPIO4_15,
Left,3,0,10,gfpga_pad_IO_A2F[1210],A2F_GPIO4_14,
Left,3,0,9,gfpga_pad_IO_A2F[1209],A2F_GPIO4_13,
Left,3,0,8,gfpga_pad_IO_A2F[1208],A2F_GPIO4_12,
Left,3,0,1,gfpga_pad_IO_F2A[1201],F2A_ACM_AES2_RX_FCLK,
Left,3,0,0,gfpga_pad_IO_F2A[1200],F2A_AC_ADLL_IN,
Left,2,0,15,gfpga_pad_IO_F2A[1199],F2A_GPIO4_11,
Left,2,0,14,gfpga_pad_IO_F2A[1198],F2A_GPIO4_10,
Left,2,0,13,gfpga_pad_IO_F2A[1197],F2A_GPIO4_9,
Left,2,0,12,gfpga_pad_IO_F2A[1196],F2A_GPIO4_8,
Left,2,0,11,gfpga_pad_IO_A2F[1195],A2F_GPIO4_11,
Left,2,0,10,gfpga_pad_IO_A2F[1194],A2F_GPIO4_10,
Left,2,0,9,gfpga_pad_IO_A2F[1193],A2F_GPIO4_9,
Left,2,0,8,gfpga_pad_IO_A2F[1192],A2F_GPIO4_8,
Left,2,0,1,gfpga_pad_IO_F2A[1185],F2A_ACM_AES3_RX_FCLK,
Left,2,0,0,gfpga_pad_IO_F2A[1184],F2A_AC_IXS_TX_BCLK,
Left,1,0,15,gfpga_pad_IO_F2A[1183],F2A_GPIO4_7,
Left,1,0,14,gfpga_pad_IO_F2A[1182],F2A_GPIO4_6,
Left,1,0,13,gfpga_pad_IO_F2A[1181],F2A_GPIO4_5,
Left,1,0,12,gfpga_pad_IO_F2A[1180],F2A_GPIO4_4,
Left,1,0,11,gfpga_pad_IO_A2F[1179],A2F_GPIO4_7,
Left,1,0,10,gfpga_pad_IO_A2F[1178],A2F_GPIO4_6,
Left,1,0,9,gfpga_pad_IO_A2F[1177],A2F_GPIO4_5,
Left,1,0,8,gfpga_pad_IO_A2F[1176],A2F_GPIO4_4,
Left,0,0,15,gfpga_pad_IO_F2A[1167],F2A_GPIO4_3,
Left,0,0,14,gfpga_pad_IO_F2A[1166],F2A_GPIO4_2,
Left,0,0,13,gfpga_pad_IO_F2A[1165],F2A_GPIO4_1,
Left,0,0,12,gfpga_pad_IO_F2A[1164],F2A_GPIO4_0,
Left,0,0,11,gfpga_pad_IO_A2F[1163],A2F_GPIO4_3,
Left,0,0,10,gfpga_pad_IO_A2F[1162],A2F_GPIO4_2,
Left,0,0,9,gfpga_pad_IO_A2F[1161],A2F_GPIO4_1,
Left,0,0,8,gfpga_pad_IO_A2F[1160],A2F_GPIO4_0,
